Ground Truth,Strategy 0,Strategy 1,Strategy 2,Strategy 3,Strategy 4,Strategy 5,Strategy 6,Strategy 7,Strategy 8,Strategy 9
-38.0691376,-8.860641,-4.328551,-0.68355113,-2.081383,-5.4887676,-8.579278,0.893094,-21.801657,-15.521437,-17.698195
-3.158822269,-3.3767061,0.0890052,-0.7861795,0.9597833,-0.9201433,-0.719925,-3.5634546,-3.6673946,2.35853,1.065019
-1380.194405,-42.24093,-0.9547407,-36.238266,-60.00033,1.0550965,-83.75622,-72.0381,-18.803892,-89.862595,-101.63667
-6.358143735,-8.181602,-0.5130446,-6.1646237,1.1375152,-2.8087547,-4.4464774,-8.954569,1.4154037,-8.850003,2.3493829
-17.75032051,-1.2301363,0.90544415,0.6130389,0.64836043,0.36914045,1.3058335,-0.18549712,0.31462738,-1.1021487,0.69531167
-80.39936873,-0.42353055,-1.2654897,-2.4553998,-1.0401899,-0.36581156,-3.0470743,1.54015,-1.4592068,-2.1823342,-2.8231084
-51.10586952,-0.51616335,-1.8536736,-0.71712494,-0.25586087,-2.8204548,-4.5220504,2.2445352,-8.112579,-7.176145,-8.008406
-6.130315999,-2.8921108,-0.9501426,2.201792,1.5671376,-4.253697,-4.7787094,1.2165036,-15.321723,-11.477888,-8.520693
-1324.838493,-84.58607,-27.217766,-35.994156,-103.32534,-42.61189,-68.84136,-23.535242,-46.82761,-87.31485,-137.23901
-10.6674994,-0.31145775,0.12484771,1.2439384,-0.36155066,-2.3220642,-3.3191888,2.453999,-6.698654,-7.624312,-3.0487075
-39.83258705,-8.488487,-4.2719355,-0.82958484,-2.045026,-5.610875,-8.490031,0.9991682,-21.368994,-15.2439785,-17.611977
-3.28830564,-3.5050716,-0.24477033,-0.28795698,0.9162541,-1.0165002,-1.4588537,-4.210767,-3.5509124,2.4992406,0.35589942
-1148.114506,-91.148346,-34.085003,-17.547373,-113.74115,-50.863914,-63.965725,0.5168884,-38.777164,-77.6219,-120.536804
-9.137555874,-2.9512017,1.0098464,2.1429162,0.19277966,-2.8611753,-0.92333585,-6.5432696,0.08320455,-5.475469,1.0790912
-28.63722698,-0.78493834,0.85254437,0.630879,1.0546472,0.49492115,-0.4126417,-1.4290442,0.16497676,-4.516849,0.050262183
-44.72975491,0.17165957,-0.3705238,-0.47749174,-0.37167183,-0.09863862,-1.8896805,1.556352,-2.2872968,-3.5048966,-2.302134
-8.74918682,-0.39552408,0.3980577,1.1075335,-0.44708657,-1.7563506,-2.476373,2.1855555,-5.785018,-6.4410377,-2.8216748
-4.899081097,-7.4552484,-3.9178097,2.7327316,-0.2478928,-4.5905933,-7.2378087,0.36526433,-21.762472,-15.170484,-14.010907
-1078.605056,-72.91711,-24.236696,-35.202953,-85.679054,-39.28483,-61.543728,-23.420788,-41.319836,-74.16818,-115.11263
-92.34870954,-2.7331645,-1.7034658,-2.452269,-1.2176479,-1.3160045,-2.9587815,0.80963,-0.5246469,-4.033574,-2.218587
-27.36932527,-6.4286203,-2.4973218,-0.22779216,-1.0759181,-4.520215,-6.5241365,0.85821563,-17.231035,-13.066114,-13.577603
-4.905224797,-3.3058784,0.29457936,1.7859719,0.5182155,-1.8007474,-0.8629295,-6.2329044,-0.1422719,-1.315813,0.8765585
-1360.052194,-49.997433,-43.91555,-141.70914,-82.51603,-65.9711,-62.148666,1.0932549,-62.386406,-59.588203,-94.175026
-9.681586706,-2.9847536,0.930834,1.655906,0.3955427,-2.7980406,-0.98484397,-6.381243,0.32173014,-5.6625586,1.2584975
-30.5558364,-0.65182185,0.25478178,0.5292272,0.29546142,0.46244028,0.85142255,0.29420018,0.59687465,-2.2422314,0.2803647
-69.05944688,-1.1555634,-0.31750175,-0.52931535,0.5555517,-0.2973005,-0.5673541,-0.93198425,0.17666693,-3.9613972,-0.38470933
-45.09065045,-0.17459445,-1.6086504,-0.54076505,-0.7613224,-1.3393856,-3.0855646,1.963301,-5.1717167,-5.031132,-5.593185
-5.401430043,-10.895631,-5.2928457,2.7602186,-1.5319502,-4.6551995,-8.698197,0.081888765,-26.273058,-18.029953,-17.755833
-74.88890014,-5.2389307,-3.2864187,-10.743932,-2.784483,-4.348802,-11.710613,-1.2088588,-8.674649,-12.478369,-11.7171
-43.62974341,0.83027476,-1.3452638,0.19733974,-0.28901315,0.08434469,-2.2675135,1.8168042,-2.8691633,-4.4836726,-1.4749742
-23.13564395,-7.626322,-2.749651,1.3780701,-0.615978,-3.988562,-7.049925,0.71142244,-20.527287,-15.51017,-15.58268
-2.810942568,-3.6723876,-0.5402563,-0.25045857,0.90063226,-1.1376648,-1.7206639,-4.3819532,-3.5819697,2.5987046,0.105407834
-19.22155635,-1.6928971,0.85565054,1.0640906,0.97721213,0.51492345,-0.23149453,-3.0422456,-1.8808233,-0.8318258,1.2507122
-12.18251385,-7.7630925,-0.15648952,-5.90515,1.6302682,-2.7623482,-4.1271586,-8.298096,1.4363184,-8.625813,2.0616121
-70.2865187,-1.7776948,-2.63624,-3.4077601,-2.7062898,-3.2151914,-6.009666,1.5583612,-9.684729,-6.2116055,-9.319685
-54.64996681,-0.731505,-0.8971418,-1.2659731,-0.6668629,-0.78697526,-2.5109282,0.7745613,-3.6906488,-4.3189545,-3.4105587
-66.40101244,-1.8642373,-2.7176943,-2.6080687,-1.7156947,-3.197913,-5.7082577,1.8417245,-9.138584,-5.815942,-8.986263
-4.813090621,-11.056342,-5.358043,2.7574768,-1.5904521,-4.677879,-8.787404,0.039716948,-26.483582,-18.08661,-17.8854
-7.010843852,-2.5576873,0.38753074,-1.9192314,0.6538909,0.028349,-0.41501892,-1.7816049,-2.44013,2.1242437,0.7185377
-20.920991,-0.8573668,-0.026353352,0.9780632,0.46456522,0.2898389,1.1258552,1.2955524,0.11111241,-1.4024179,-0.08601147
-16.08606379,-6.8031783,-2.0132911,2.0797188,-0.38756278,-3.0479798,-6.109801,0.75057197,-18.70264,-14.395379,-13.327937
-2.567430961,-3.4944105,0.14462262,-0.66948676,0.8718255,-1.053409,-1.0957538,-3.8863058,-3.7699468,2.4499795,0.9232008
-14.33901121,-1.9357554,0.65840876,1.0486937,1.1895585,0.49531946,-0.62947136,-3.4544985,-1.8964792,0.2474342,0.9671355
-30.79894824,-7.909183,0.38984364,-8.022382,2.1039789,-2.610548,-4.7892084,-7.100436,0.95518315,-10.431593,0.80619055
-8.873213347,-0.8045155,0.8521607,1.1401095,-1.9619468,1.372956,0.66928387,1.0092577,-0.8048548,-4.062379,0.6654413
-43.81427597,-4.9341817,-2.1040492,-0.5003898,-1.7252537,-2.5014334,-5.605681,0.8485274,-12.300957,-10.602069,-9.886484
-5.272109589,-0.7781089,0.9533426,1.1688242,0.36693445,-3.1524816,-3.478468,2.403321,-9.576479,-8.216734,-4.473361
-12.79021552,-5.2168856,-3.08753,2.5983653,0.44113764,-4.409944,-6.246711,0.73913944,-19.53807,-13.848557,-11.896216
-8.812123684,-1.5318474,1.2382021,-2.563174,0.17848997,0.5071887,0.16983202,-0.65150565,-1.7062337,1.8544012,0.9209283
-24.10572571,-0.58220434,-0.7923031,0.8862011,-1.2031213,0.5915235,-0.88676244,1.544124,-1.816084,-4.359941,0.69693077
-5.087269196,-2.8660326,-0.3958557,2.069709,-0.25068176,-2.1867845,-3.2438188,1.1474389,-10.592654,-9.258625,-5.2106814
-2.505335311,0.40282324,0.9245895,0.34816852,-0.62736344,0.47676465,1.399468,-0.37556413,0.81341916,0.17950182,1.2274027
-27.90410768,-1.5884418,1.3557285,-0.9453669,0.011849028,0.8871223,0.78084797,-2.7604816,-0.7281141,-1.9942014,1.3600433
-7.243741126,-3.2430468,1.0958145,2.2890275,0.016737288,-3.0741415,-1.0606608,-6.7446084,-0.22868508,-5.170517,0.91718227
-1355.227676,-46.548973,-42.442585,-136.68202,-77.1108,-67.01381,-60.57642,2.6227593,-64.644905,-56.417595,-93.95639
-1297.082661,-13.390696,-15.448691,-65.99125,-4.547937,-44.907173,-69.6778,-32.78572,-78.705025,-48.69907,-33.346664
-5.099685546,-2.9064157,-0.71648264,1.9834554,1.767459,-4.208049,-4.9133277,1.3572339,-14.956159,-11.218671,-8.163909
-3.833012735,-12.205713,-5.760913,2.7898917,-2.0370727,-4.729821,-9.23001,-0.21944368,-27.90843,-18.982286,-19.035002
-1390.066866,-91.2626,-29.496489,-48.5239,-109.83583,-48.13263,-81.39319,-35.12744,-52.100273,-95.56067,-147.48862
-71.0517575,0.5613689,-2.1506207,-1.9177643,-0.8342768,-1.3950127,-4.8081675,2.1146154,-7.568395,-4.7533703,-4.9529796
-32.01659757,-7.470139,-3.2082472,-0.26797652,-1.2847079,-4.8894696,-7.5133758,0.817193,-19.605305,-14.576858,-16.113182
-3.074408406,-3.4918334,0.23069023,-4.9191294,-0.80318785,-0.54077655,-1.102346,-2.5827549,-3.23113,2.6247132,0.79239124
-980.0517091,-35.963886,-30.780638,-100.23428,-58.29187,-46.702244,-44.163414,0.14590771,-44.823837,-43.304497,-66.47825
-7.068683558,-3.4385743,1.2104597,2.307534,-0.0428968,-3.2035196,-1.1515162,-6.7997384,-0.39641827,-4.959965,0.7553177
-1277.210214,-45.22844,-41.10291,-129.566,-73.01693,-63.774258,-59.922176,2.2725298,-62.7704,-54.144577,-90.30901
-1117.922422,-15.292652,-23.099678,-68.3841,-13.350383,-49.61875,-45.110195,2.0443175,-59.71606,-39.239456,-66.045334
-13.47456285,-1.120503,-0.1639655,1.6248478,1.512737,-3.8341167,-4.2117243,1.7498577,-12.502363,-10.001831,-6.983963
-11.79978907,-8.0056305,-4.6607738,2.704253,-0.5597173,-4.655841,-7.625525,0.40333802,-23.1444,-15.913325,-14.951236
-4.441796644,-2.5383208,0.8345727,-4.5615296,-0.55548644,0.050346993,-0.6287234,-1.5927577,-2.5260093,2.3421254,1.1572369
-20.1845505,-0.63112783,-0.41509315,1.1309053,-1.1961303,0.95427835,-0.29456833,1.3513223,-0.98591346,-4.041973,1.1234406
-22.97043881,-5.4888515,-1.4911733,0.63040787,-1.3118001,-2.5293963,-4.690434,1.0645293,-13.611568,-11.184283,-10.310553
-2.509683871,0.033466037,0.68284607,-1.0567607,-1.0106395,0.30526116,1.1130236,-0.628679,0.7426575,1.3937416,1.2779388
-22.69337466,-1.3645849,1.0415957,1.6075796,0.9650959,0.7158857,-0.52505904,-3.0334725,-1.5390552,-1.8272038,1.1937729
-7.605506638,-3.3565881,1.2670113,2.286032,0.10598863,-3.0327735,-1.034299,-6.748043,-0.30069217,-4.871141,0.80647564
-102.3476325,-11.596197,-10.755416,-10.761033,-9.52859,-8.234758,-17.441704,1.19475,-22.038527,-11.997475,-18.784605
-1273.290561,-18.916674,-25.299643,-72.59,-3.2587051,-56.618523,-67.54173,-27.895058,-77.00942,-45.448433,-51.58775
-4.493677542,-4.7784147,-2.2363994,2.5200884,0.7879265,-4.366483,-5.9514074,0.71382636,-17.777336,-12.768519,-10.536747
-4.472111533,-2.3912017,-0.30919197,1.9793986,1.6734099,-4.0402374,-4.287294,1.3133235,-13.953056,-10.682979,-7.523215
-1286.302872,-82.733154,-24.658073,-50.554546,-96.52087,-43.262466,-78.28034,-39.524796,-45.157368,-86.739525,-134.92966
-15.55416238,-0.043339483,-0.07406279,1.1781856,-0.19014809,-2.2768905,-3.319576,2.3619056,-6.4999995,-7.7140727,-3.116909
-1258.031641,-80.873695,-25.066462,-48.907814,-94.38612,-40.357086,-76.922485,-38.327785,-44.581417,-84.82774,-130.2758
-3.030334761,-3.6376026,-0.36618564,-1.101739,1.0124884,-1.1966504,-0.6163501,-3.4146755,-3.9058266,2.4367967,0.77609926
-1483.853226,-117.78529,-44.11714,-23.524324,-147.32379,-64.868996,-83.87323,-0.6898948,-49.038273,-98.963425,-155.92278
-9.03987945,-3.0415158,0.79491305,2.1306577,-0.026570389,-3.11274,-1.105701,-6.715371,0.14598484,-5.8818984,1.1932822
-7.757975834,0.091288775,0.7898324,0.80759233,-1.464317,1.478357,1.0047761,0.46602228,-0.3572916,-2.674248,0.81743366
-67.49623895,-0.8984635,1.294455,0.10966258,0.41390613,0.45504266,-1.6957234,-2.7692776,-1.5782462,-7.488589,0.841477
-1234.102686,-78.42972,-24.08948,-52.802673,-87.886345,-38.7818,-79.9102,-45.976944,-41.20085,-83.85508,-125.253365
-14.62552441,-2.0973036,1.1507589,1.0200893,1.5452036,-1.7773254,-0.28475693,-5.4888616,1.0401561,-5.4299116,1.051516
-1085.050507,-71.01236,-22.655083,-34.085827,-85.52984,-37.184673,-59.42736,-22.437864,-39.248417,-72.71577,-113.92805
-15.18486956,-1.1803372,0.072913945,1.4273443,-1.6839697,0.6980344,-0.6065155,1.3903701,-1.3678998,-4.83132,0.9018987
-1330.147593,-83.951454,-27.785036,-45.862637,-100.640205,-38.15688,-75.222855,-35.154015,-47.53319,-88.908295,-135.68423
-2.394768951,0.13509576,1.1325511,0.7195967,-0.29386058,0.34729993,1.3645738,-0.060065728,0.46532384,0.07417501,1.1977744
-18.98374159,-1.4408875,1.2821316,-1.0437151,0.16880022,0.48045653,0.8519053,-1.388889,-1.0597935,-0.37874702,1.1758506
-36.87262459,-6.646791,0.8870924,-6.8643813,1.778491,-2.4019876,-4.0438824,-6.187557,0.8616287,-9.840792,0.88946176
-71.64754746,-6.998792,-4.842267,-5.8346653,-6.438123,-5.71704,-10.18816,1.1025224,-16.053892,-11.088858,-15.607882
-51.12050761,-0.8005294,-0.29841515,0.067075096,0.82556635,0.4914384,0.44107005,-0.16605198,0.88287216,-2.7554522,0.5512933
-8.657727716,-0.9488981,1.0016363,1.7100334,-0.976895,0.7158441,-0.44038606,1.3842789,-1.4047539,-4.9979696,-0.07173306
-15.48984565,-1.3726591,1.3496578,-0.36562774,0.6660097,0.2088167,0.92911035,-1.2727462,-0.69604295,0.39430505,0.8421042
-16.06855524,-0.6761564,0.6888498,0.89471966,-1.0164382,1.4282993,0.54127604,1.0558966,0.11962634,-3.4736462,0.22434598
-12.29792187,-0.1824127,0.37520495,0.49016884,0.11367961,0.6913755,1.1210166,0.9355813,-0.10209535,-0.80739605,0.9505345
-1221.643136,-78.54406,-26.23612,-45.705727,-92.98365,-36.976448,-72.31329,-36.081547,-44.363197,-83.1148,-125.28885
-1351.103719,-40.991085,-0.562043,-35.534084,-57.757965,2.072706,-81.99045,-72.277596,-17.138548,-86.72929,-98.1258
-28.22598512,-4.7239223,-0.368266,-2.8456848,-0.48825893,-2.9143617,-2.9986985,-8.166308,0.9349809,-8.729949,1.40513
-55.49890934,-6.769733,0.2585091,-9.387203,1.8524176,-1.9953235,-5.31543,-5.9491186,0.73141146,-13.565866,0.19990143
-1278.873642,-101.26051,-36.214176,-70.56574,-95.01067,-55.557407,-103.61428,-63.148655,-55.346783,-95.11112,-143.02087
-71.88921561,-1.4277496,0.8219503,-2.0073392,0.38477015,1.1137035,-2.3055885,-5.253121,1.5454844,-9.46992,-1.4625679
-1269.744264,-67.54709,-17.75318,-45.188416,-79.83576,-24.551506,-76.37185,-49.064228,-33.84267,-83.6956,-115.96079
-25.89700008,-1.1833508,0.6352821,1.6374168,1.1241673,1.0013188,-0.8371001,-2.382164,-1.152475,-3.7996259,0.7247813
-20.92532733,0.04653321,0.21486606,0.40645227,-0.6732378,0.77096945,0.1946419,1.2633351,-1.341741,-2.6524923,-1.1376044
-14.4038303,-9.176752,-4.6436944,2.088352,-1.0015475,-4.7884154,-8.812316,0.5372808,-24.466114,-17.101225,-16.759521
-21.23027832,-11.584007,-4.480454,1.9559909,-1.7097708,-4.1706114,-9.207971,0.16518717,-27.12091,-19.19919,-20.07447
-3.271175127,-1.818885,0.9255862,-4.692223,-0.9349839,0.8510443,-0.27015653,-1.5545385,-1.7253493,1.6237934,1.7059637
-35.23584312,-1.5462468,1.330549,0.35053718,0.22225145,0.47013417,0.8641449,-2.4782102,-0.9932868,-2.2544785,0.9922368
-9.571858758,-3.0595696,1.3561175,2.1080792,0.5171512,-2.6394598,-0.7814623,-6.4451547,0.002116722,-4.884993,0.8781022
-6.345466129,-1.4289093,0.78935754,1.829273,-0.95996493,0.27758056,-1.1890904,1.5476782,-2.7239747,-5.714555,-0.15483937
-46.38628329,-0.7277116,-0.11074742,0.14587523,0.76374924,0.4601686,0.44037607,0.07953879,0.5651038,-2.406477,0.41414413
-9.832766996,-0.6869776,0.7957226,1.7264822,-0.5783187,0.02181768,-1.2704953,1.7199866,-2.488521,-5.6794033,-0.9411047
-24.87797922,-2.2666237,1.0868375,0.70969003,0.9532666,-0.2562502,1.3054106,-1.3283856,0.00083034,-1.4205798,0.599152
-12.40716532,-1.0463036,0.9052575,1.4981117,-0.7742556,0.4244801,-1.2439375,1.6080055,-1.9445311,-5.789423,-1.5905591
-36.2375679,-0.31656536,-1.6747648,-0.07932133,-0.40153578,-2.4524016,-4.9547954,1.9802209,-7.9752107,-7.7868032,-5.057214
-1512.355555,-55.161385,-49.081955,-157.50641,-92.69578,-73.47666,-68.83943,2.686083,-69.3245,-65.019104,-104.2713
-6.513365435,-0.30500954,0.36470684,1.438322,-1.9672332,1.3811697,0.8693512,0.7625083,-1.2707312,-3.7532036,1.1975135
-17.5155263,-1.1580367,0.8992872,0.24485743,0.29220784,0.2962928,1.3140165,-0.21958034,-0.092601456,-0.99573994,0.82015663
-7.995566452,-3.4914577,1.6081406,2.0811303,0.5260355,-2.7912514,-0.8578461,-6.494136,-0.23542987,-4.1439595,0.7082981
-46.77436759,-4.549255,-2.7528925,-1.3191482,-1.4225085,-4.2421136,-6.571364,1.4883187,-15.082123,-10.023754,-13.443287
-1145.094011,-43.797337,-38.18291,-118.26232,-70.12671,-56.117233,-54.141323,2.1879811,-57.639164,-52.12859,-82.64541
-31.76340556,0.019908326,-0.2262778,-0.21400364,0.11490749,0.023249429,-0.88730055,0.8426245,-2.5795348,-1.9748173,-2.4716914
-5.399717587,-7.944634,-3.8931837,2.5121071,-0.77563906,-4.111539,-6.7978973,0.2995796,-21.065058,-14.642538,-13.790168
-1462.746366,-53.474667,-47.579952,-151.99829,-89.58371,-71.08294,-66.57652,2.8582325,-67.662315,-63.193836,-101.24243
-17.21527622,-1.0048747,-0.40620652,0.8455759,-1.3090758,-1.5917603,-3.3374946,1.9332427,-5.6800876,-6.6033916,-1.3283756
-4.424145286,-1.5387338,1.0076727,1.3654337,-2.5986621,1.0983007,0.4217171,1.2825313,-1.451748,-4.751465,1.1809294
-11.98826056,-0.11612302,0.4257297,0.5991246,0.17340824,0.69612205,1.1017674,0.79936296,-0.12033969,-0.85938436,0.8540735
-1337.364142,-105.57464,-39.523335,-21.778273,-131.653,-57.905197,-75.47798,-1.5460911,-43.756607,-89.59358,-139.767
-8.241899469,-3.2593973,1.2906455,2.2798123,0.17061405,-2.9519746,-0.95933163,-6.6980805,-0.22856788,-4.9146495,0.84102374
-8.085262945,-1.6064334,1.1701465,1.5357506,-1.8234227,0.93200654,-0.3415275,1.1943845,-1.3661877,-5.124104,0.14189605
-34.18183847,-8.345718,-3.7022026,0.04084012,-1.9552456,-3.9794238,-7.5724,0.5953162,-19.746933,-14.171717,-14.887833
-7.44858434,-0.9061813,1.0392615,1.5000055,-1.1898035,0.803477,0.07506325,1.2725985,-1.2173656,-4.5013585,0.39867502
-7.425034868,-4.6502366,-1.8530321,2.0119233,-0.04808888,-2.9105504,-3.9369388,0.31890166,-13.570325,-9.953833,-8.366169
-1417.891684,-52.169106,-46.15944,-146.95477,-86.63814,-68.99903,-64.717476,2.823904,-66.47237,-61.72996,-98.86432
-10.15497026,-0.6268739,-0.08721898,1.5512582,-0.7263058,-1.5160642,-2.8452337,2.2111132,-5.571964,-6.877043,-1.5751677
-1392.731826,-90.74881,-34.37558,-51.034138,-105.45866,-40.468952,-82.56062,-45.62031,-52.431423,-95.24912,-141.13568
-14.64989957,-0.04499771,0.3521577,0.7454891,0.11720754,0.7737589,1.1090581,0.779183,-0.03793237,-1.5612701,0.7384215
-1397.007585,-110.25779,-41.301315,-22.034752,-137.82166,-60.150055,-78.47684,-1.1220328,-45.46665,-92.70751,-145.69785
-9.477951314,-2.948042,0.97363794,2.2138433,0.09906977,-2.8853521,-0.9155034,-6.6922865,0.113303594,-5.5716667,1.1117451
-49.84784362,-3.5934045,-1.7465112,-4.2082725,-0.3204519,-2.5315886,-6.125029,-1.4225266,-9.184764,-8.567725,-9.593185
-49.12959606,-0.3462007,-0.3200099,0.052693762,0.45826438,0.57244927,0.23287594,0.5337295,0.44512486,-2.3252215,0.08335838
-1421.9157,-50.419346,-7.85761,-38.51171,-72.236435,-0.41303456,-81.263084,-63.87366,-25.789354,-91.88405,-110.41183
-34.22934664,-2.0980263,0.92759204,0.9811638,1.2215735,-0.24246891,1.2771981,-1.968301,-0.022974426,-2.2914574,0.64889336
-1476.69295,-54.054752,-47.969265,-153.431,-90.2743,-71.78946,-67.26304,2.7315273,-68.25662,-63.688404,-102.37943
-11.32998356,-0.13235286,-0.163826,1.4194442,-0.2750909,-2.1058881,-3.436382,2.1703866,-7.175384,-7.448,-2.6249568
-189.1873199,-8.407996,0.032117426,-14.142841,-6.226853,-2.2092025,-14.96463,-6.1774783,-5.352463,-18.700762,-16.018444
-8.64618027,-1.3038563,0.6798875,1.6423627,-1.9258783,0.88666433,-0.07228539,1.3294961,-1.3089558,-4.8751874,1.1490024
-15.03647876,-0.98584515,0.81724036,0.49412578,-0.067266874,0.5793101,1.1712892,0.6967215,-0.09720026,-0.65169466,1.2812861
-9.405345739,-3.4035137,1.5401313,2.05209,0.5253444,-2.6852067,-0.860657,-6.497372,-0.19594619,-4.3217,0.7222974
-68.17017237,-8.675497,-6.767103,-5.401167,-6.0983586,-5.6978207,-9.814094,1.5426339,-16.517326,-8.4160595,-14.598787
-1320.335689,-49.478218,-43.31631,-136.4678,-80.801384,-64.273285,-60.585484,2.52063,-63.901733,-58.798702,-93.41847
-13.38155151,0.06565429,0.1595784,1.1946439,0.13239077,-2.6840596,-3.4598308,2.3162916,-7.702293,-7.9118743,-3.8288214
-4.155917584,-11.988957,-5.6583047,2.7626462,-1.9544023,-4.6815457,-9.074018,-0.21540935,-27.47929,-18.651457,-18.703657
-1468.09532,-53.71272,-47.709095,-152.49545,-89.772766,-71.42865,-66.963585,2.7060864,-67.986984,-63.417313,-101.84
-18.33580383,-2.0826323,-0.48039982,0.91137636,0.5200979,-3.959449,-5.1842604,1.9633577,-13.081535,-10.420659,-8.668026
-7.211052321,-2.4418664,0.22399336,-0.31653035,0.7741509,0.003398565,0.10644241,-2.9850626,-2.6510332,1.6553364,1.3226436
-7.771905435,-1.3756621,0.82056254,1.7260222,-1.8589272,0.8943907,-0.19366893,1.2731044,-1.3834906,-5.003502,0.968382
-1348.666937,-49.51503,-43.33379,-140.44176,-81.81898,-65.38748,-61.63444,1.0893507,-61.592564,-59.389072,-93.330086
-11.18053031,-2.7335024,1.058512,2.058283,0.30326837,-2.7225058,-0.8080821,-6.3980985,0.35258758,-5.6802993,1.1570613
-11.95677897,-4.849961,0.008522743,-1.9805537,0.22023335,-2.8332326,-2.0482178,-6.940188,0.62044376,-6.3117266,2.1990004
-60.57180742,-7.303468,-5.098431,-2.632264,-3.5442266,-5.0939817,-9.057255,1.7333122,-18.490515,-11.385025,-15.867686
-10.0150747,-0.24178861,0.24514133,1.286934,-0.25185683,-2.1608317,-3.0300703,2.3402948,-6.4154387,-7.258353,-3.0138829
-6.339587916,-6.8461795,-3.68413,2.692795,-0.056459934,-4.5083914,-6.888264,0.42687997,-20.856121,-14.591889,-13.25846
-1463.07953,-53.5264,-47.55652,-151.91553,-89.38057,-71.303055,-66.7861,2.800627,-67.98061,-63.29861,-101.60528
-5.603233238,0.70036036,0.57289773,1.6192611,0.339403,-2.4715111,-3.1073232,1.8868116,-8.664665,-6.9858165,-2.678975
-9.039212288,-0.8563781,0.41108185,1.3562361,-2.069491,1.1646388,0.5663912,1.0891179,-1.1670629,-4.21976,1.1651863
-4.579870815,-0.9637816,0.36661664,1.9380281,-0.9440863,-0.58665574,-1.7990983,2.0849252,-3.6725557,-6.165869,0.040779877
-65.92168448,-2.1467981,0.55700636,-3.576397,0.029453186,0.023907654,-1.8692349,-4.8216615,1.1717366,-10.715663,0.30809972
-9.061712212,-3.3594966,0.9115211,1.3397789,0.26859447,-2.9134014,-1.2249309,-6.5617476,0.16727194,-5.676424,1.2784729
-22.05060746,-0.0666551,0.08293548,0.7545828,0.15649925,0.91433674,0.65538514,1.4513347,-0.48752406,-1.8209798,-0.2588252
-65.94237832,-9.956172,-6.8114567,-3.933643,-4.877858,-5.5425854,-11.785437,1.7344795,-23.106613,-13.591151,-19.03954
-6.684969811,-1.2921145,1.1161486,1.7386831,-1.3696045,0.7209441,-0.33160123,1.3299983,-1.4367915,-5.0933323,0.2825118
-4.642810039,-7.325082,-3.89255,2.7317288,-0.2085629,-4.591975,-7.1310096,0.31428844,-21.542852,-14.921992,-13.759809
-1467.971702,-53.786606,-47.72052,-152.43588,-89.74864,-71.48061,-66.953354,2.8001935,-68.1974,-63.599415,-101.93377
-8.703510692,-0.16815904,0.575407,1.189989,0.15958777,-2.9282465,-3.6018429,2.27374,-9.173826,-7.751679,-4.0751033
-1495.497964,-101.16387,-36.450027,-63.364304,-113.68344,-49.636276,-98.505424,-52.92846,-58.057415,-101.73606,-155.6826
-9.419569851,-0.9190121,0.27293867,1.7502209,-0.89985174,-0.48824802,-1.8095151,1.9825437,-3.4757197,-6.03092,-0.1743467
-62.39508648,-1.2840513,0.568431,1.0915327,0.5835808,-0.20923942,0.6003997,-2.3777654,-0.49204645,-3.9430435,0.6305138
-7.206907251,-3.7011,1.5713756,2.167803,0.28793114,-2.9913557,-0.9819969,-6.747486,-0.3907788,-4.1033125,0.67619777
-138.3967748,-12.108342,-10.3516655,-13.322721,-10.635664,-8.821558,-19.17026,1.9451373,-21.327057,-10.619329,-19.426905
-84.28178773,-10.325268,-6.703877,-4.464642,-4.9440365,-6.0450487,-11.546598,1.8604766,-23.414358,-13.817187,-20.059715
-10.01370648,-0.2954828,0.2503373,1.3936738,-0.33592194,-1.8043698,-2.9349895,2.2938435,-5.7259183,-7.111536,-2.4397483
-5.525560534,-9.735696,-4.9203424,2.736174,-1.1365337,-4.6398926,-8.249169,0.314026,-24.799965,-17.021702,-16.515608
-1469.035911,-53.781796,-47.74564,-152.52159,-89.773796,-71.56165,-67.04486,2.7995272,-68.23502,-63.634594,-102.00644
-18.45622372,-1.041451,-0.52160823,0.5404121,-1.5075545,-1.9676673,-3.7054465,2.268005,-6.162239,-6.840831,-2.0940552
-1292.370458,-48.200336,-42.057224,-133.57326,-79.06511,-62.876022,-58.865658,2.3436596,-62.146835,-57.632965,-91.08641
-8.771386113,-1.2676148,0.78615624,1.7979388,-1.5629541,0.78605884,-0.52563775,1.2736201,-1.6078299,-5.1768584,0.78885216
-12.04474815,-1.3094112,1.3160138,-2.0449572,-0.13384472,0.65632766,0.6514049,-1.1311418,-1.2792245,0.625667,1.4676168
-10.29283093,-3.5495994,1.8487678,1.5973401,0.93379045,-2.130893,-0.6270524,-6.166338,0.012472134,-3.0529013,0.73360515
-9.213761022,-0.11325687,0.7120558,0.95242405,-1.4429632,1.4145452,0.93075734,0.65396863,-0.44223416,-3.2194786,0.7845328
-47.89262217,-6.2360187,-3.6460128,-1.6831096,-2.2086415,-4.4812183,-7.658786,1.657032,-16.378012,-10.970037,-13.830743
-29.38659002,0.16305275,-0.42482236,0.3240406,-0.2892235,0.06213697,-1.1691343,1.6986794,-3.0220337,-3.2751353,-2.9341488
-4.810454948,-6.367373,-3.3383658,2.6948843,0.16201486,-4.5453343,-6.6510067,0.4403031,-20.248167,-14.194676,-12.678026
-10.86079872,-14.837299,-6.7572904,2.153972,-3.2170942,-4.976964,-11.066689,-0.6171437,-31.427956,-21.125683,-22.08548
