Ground Truth,Strategy 0,Strategy 1,Strategy 2,Strategy 3,Strategy 4,Strategy 5,Strategy 6,Strategy 7,Strategy 8,Strategy 9
-661.0982838,-27.924706,-24.570734,-67.21439,-40.617016,-34.24336,-35.261734,1.6432847,-39.713013,-32.956974,-52.53619
-7.012450883,-2.2481985,0.34302163,0.24131429,0.73015076,0.29782408,-0.5515244,-3.6955037,-2.133811,1.8547593,0.7087794
-934.954881,-72.074326,-28.415777,-17.14511,-89.89664,-39.393486,-54.133457,-2.1792524,-32.858284,-62.30089,-97.20283
-16.24693567,-1.6535401,0.97166574,-0.3326103,0.718313,0.3794283,0.44922495,-1.7718236,-1.514852,0.22678654,0.9375605
-38.59502341,-6.1881056,0.8498344,-6.541083,1.5048778,-2.4523456,-4.0233994,-6.0067353,0.6640359,-9.120668,0.6139824
-9.790001757,-1.3482813,0.10800883,1.7385722,1.612942,-3.9085803,-4.107343,1.6734196,-12.957135,-10.149594,-6.8548803
-14.33033529,-1.6912742,0.92953485,-0.25683412,0.68183976,0.5398279,0.30132818,-1.9627764,-1.6146145,0.3069688,1.1405739
-1418.175393,-46.35275,-43.43615,-140.53757,-76.295555,-70.27373,-62.633625,2.7898889,-67.27036,-56.058983,-97.22861
-9.151337608,-4.311056,-2.0829258,2.3251917,0.9745504,-4.382205,-5.9511056,0.99065137,-17.662563,-12.812094,-10.4907465
-4.382466528,-0.58530104,0.6154006,2.0394099,-0.4955101,-0.48592803,-1.3146918,1.4001735,-3.549404,-5.6741223,0.8713535
-15.94328609,-0.37222928,0.18660128,1.0917137,-1.1940081,1.3332528,0.50160015,0.89412165,-0.3264395,-3.4910185,1.0832199
-5.367756299,0.14933743,0.9999678,0.17565876,-0.07861598,0.36690617,1.1884768,-0.41420633,0.35941055,0.26987076,1.0751092
-8.035338909,-0.38177708,0.80561763,1.3316752,0.5618335,-3.0832617,-3.3715534,2.2725248,-9.463867,-8.249867,-4.4098396
-27.23768461,-1.125323,0.9011424,-0.3767607,0.13509403,0.31121895,0.115093894,-0.35043228,-1.0731767,-1.8840698,-0.076963715
-725.8205325,-25.418665,-0.08799355,-22.541292,-29.455837,-0.38520452,-45.511543,-41.347404,-8.44597,-50.703865,-51.070793
-24.35818691,-1.24176,-0.44932583,0.6323475,0.4951325,-2.683695,-4.085889,1.27955,-10.35129,-8.710436,-7.2735996
-28.36704172,-3.3700862,1.102174,-3.0013323,1.6072407,-1.4514788,-1.3446573,-4.3182383,1.0825754,-5.9108477,1.2670431
-1276.638735,-41.586197,-38.877483,-126.01857,-68.05282,-63.487064,-56.193317,2.524487,-61.03298,-50.90088,-87.80794
-6.574326021,-5.6061115,-2.8629563,2.509474,0.46528226,-4.504335,-6.5741434,0.64633226,-19.274359,-13.657577,-11.86557
-4.994982896,0.03773804,0.42578462,1.769585,-0.14222243,-1.8895178,-2.8195167,2.053652,-6.7703943,-6.9269376,-1.8407421
-118.1125644,-8.669326,-8.079507,-9.052188,-7.047375,-7.727068,-14.708294,1.5067034,-18.132578,-10.434277,-16.886602
-24.19093998,-0.38829455,-0.4188512,0.928937,-0.7274569,1.2085642,0.37735614,1.1127023,-0.39284033,-3.4066324,0.92296296
-12.45620541,0.4590343,-0.13498375,1.4738125,0.09803218,-2.38896,-3.1824818,2.177065,-7.2553988,-7.5779634,-2.8767467
-18.73300809,-1.5260857,1.1480122,0.1845174,0.7275258,0.31865036,0.6145224,-1.419382,-1.1769348,-0.8850406,0.70661145
-1221.414652,-37.510784,-0.46276453,-32.992855,-51.986576,1.6376237,-74.49508,-65.57011,-15.278437,-79.50865,-88.51276
-1429.696746,-12.721872,-14.275211,-67.37997,0.25340033,-47.75256,-80.81895,-42.76485,-89.53339,-54.690613,-29.12028
-10.93767591,-0.55797297,0.7744627,0.5768481,-0.48643982,0.8052811,1.1057419,0.48806652,-0.36027738,-1.3924223,1.007666
-1328.839067,-47.510887,-42.510563,-136.33379,-79.12089,-64.85914,-60.032104,2.6129787,-62.264046,-57.079582,-92.07493
-11.56283245,-3.9038692,-1.6413122,2.208306,1.0853148,-4.222165,-5.760269,1.1481254,-16.974787,-12.651023,-10.35817
-5.938376269,0.5698925,0.3938867,1.8100058,0.31426895,-2.0386643,-2.9574702,1.7676497,-7.6001983,-6.9443727,-1.9985983
-1361.430546,-46.055035,-42.545532,-136.47017,-75.69921,-67.32751,-61.241035,2.6003704,-64.64363,-55.436184,-93.903175
-24.98689396,-1.4570365,0.56031007,0.96617335,0.80490935,-0.04727997,1.3386805,0.5693963,0.038895585,-1.608251,0.28773442
-10.40739014,-5.709135,-3.0511189,2.2556007,0.15100083,-4.5651245,-6.7610707,0.57515967,-19.108622,-13.572185,-12.141858
-29.33545075,-1.5317904,1.2950342,1.0666107,0.8459795,0.5247527,0.1609422,-2.6189175,-1.4274322,-2.3736336,0.8599839
-41.49130356,-6.7505846,0.63708717,-7.8503184,1.8222616,-2.2969184,-4.6034493,-5.973504,0.6630492,-10.006573,0.44718263
-23.38590924,-3.995504,-2.5216177,1.8308527,0.52144474,-4.289291,-6.361489,1.3609139,-17.652708,-13.020416,-11.668453
-22.74956391,-3.4823444,0.6526045,-2.683631,1.5567001,-1.4283752,-1.5689688,-4.8538213,0.78266823,-5.1444087,1.0670145
-1377.315775,-49.020924,-43.999577,-141.26959,-81.75261,-67.290764,-62.091164,2.7270918,-64.25648,-58.70802,-95.24569
-10.96582134,-4.933299,-2.5026,2.2473676,0.65631866,-4.455515,-6.532738,0.9129119,-18.59862,-13.439648,-11.421735
-6.237313934,0.2932083,0.36641935,1.9587777,0.098538905,-0.9974882,-1.926229,1.5490433,-4.774159,-6.0436554,0.41275612
-20.10247858,-0.8321198,-0.034636654,0.9927589,-1.456508,1.1402639,-0.07562457,1.2568653,-0.37903595,-4.016738,0.9779391
-6.60198992,-2.364514,0.041346483,0.46640363,0.77266014,0.19240677,-0.72986525,-3.7135649,-2.0192137,1.950613,0.66722107
-4.345708148,-4.983433,-2.3213701,2.5652082,0.6774848,-4.416395,-5.994839,0.6230414,-17.994146,-13.076758,-10.801023
-19.14852097,-1.5974925,1.1408204,0.31453973,0.7248897,0.46093774,0.43883276,-2.088419,-1.5229577,-0.6378408,0.8863167
-15.022105,-4.468727,0.49309024,-0.87655884,0.50850666,-3.0493443,-2.1693604,-6.748562,0.48269987,-7.2873936,1.4694116
-9.885495226,-2.5835774,-1.09224,2.202194,1.4441102,-4.217528,-4.9365535,1.1821237,-15.656979,-11.513876,-8.591097
-34.27211698,-2.297326,0.98824733,-2.6054056,1.6219618,-0.74761826,-0.9970582,-3.9650548,1.3759519,-6.284544,0.7063178
-1282.500445,-43.657368,-40.074734,-128.51938,-71.575775,-63.452007,-57.509125,2.4144435,-61.333397,-53.075897,-88.79571
-7.315571833,-7.744181,-4.052808,2.5790527,-0.37497792,-4.574649,-7.6937838,0.39114153,-22.369047,-15.588659,-14.514277
-4.786767103,-0.27959347,0.4715405,1.8194549,-0.38029775,-0.6470092,-1.2019613,1.5082341,-3.7446718,-5.5197687,1.3806107
-100.5512717,-3.3488185,-2.6647973,-3.9323542,-2.5086734,-2.0444448,-4.6362557,1.4457427,-1.8806007,-3.9647477,-4.3317585
-4.74034228,-2.7848752,0.10878278,-0.13994631,0.7446564,-0.22197391,-0.79948205,-3.8663948,-2.7571166,2.3248088,0.60191417
-29.78179514,1.0585448,-1.2741028,0.6844525,0.001446948,-1.6238583,-3.3844774,1.8844476,-6.394734,-6.3819656,-2.6484363
-35.90194834,-1.5712425,1.4813604,0.98493385,0.6119089,0.8178038,-0.19237633,-3.4291382,-1.5684432,-4.2182784,1.0796285
-41.51953266,-7.786194,0.29784057,-8.850143,2.044612,-2.5648952,-5.274392,-6.903829,0.69189316,-11.87629,0.50564915
-1497.769159,-12.565996,-14.682368,-70.83699,0.5340342,-49.862637,-84.2223,-44.6494,-92.771385,-56.43015,-30.35452
-45.05493944,-2.7802346,0.8980507,-3.9671836,1.6100885,-0.6657438,-1.5820684,-3.684213,1.5366311,-7.600302,0.36923632
-1321.888225,-48.07681,-42.85943,-136.64873,-80.41919,-64.30204,-60.06837,2.3938727,-61.604378,-57.43603,-91.630066
-6.277300978,-5.5836496,-2.8167446,2.585655,0.48847556,-4.4886255,-6.4173055,0.6249255,-19.326387,-13.735782,-11.940617
-5.209284065,0.20554484,0.24944355,1.5462668,-0.50721985,0.079678275,0.32008356,1.7582566,-1.7867111,-3.9540093,0.8269668
-1416.777095,-43.256924,-41.745872,-136.47665,-69.408554,-70.978775,-61.60993,1.8435392,-67.54086,-52.852394,-96.227585
-1299.626016,-100.684845,-37.751446,-69.96971,-97.16994,-52.955032,-102.986465,-62.121437,-56.383156,-95.05471,-142.50977
-78.3955839,-0.53230685,0.47805604,0.4707365,-0.092024766,0.5741734,-0.39755914,-3.4718106,-1.0732988,-4.7796807,1.0938755
-48.87259611,-1.5128591,1.4952286,0.7989042,0.73804086,0.48354208,-0.6539173,-3.3731658,-1.6305617,-5.6564813,0.98505735
-1389.03583,-42.20689,-0.48863646,-36.418716,-59.58237,2.1144326,-84.425804,-74.2265,-17.52825,-89.48525,-100.87361
-1441.76609,-112.81418,-41.6815,-78.46255,-107.096466,-57.5165,-116.07158,-70.80402,-62.15509,-103.966576,-157.95554
-45.34548658,-3.9028404,1.0639919,-4.8741627,1.5350043,-1.0684896,-2.1074312,-4.1761904,1.4149164,-8.392121,0.9438614
-1323.081454,-87.26394,-28.921137,-58.673965,-97.480446,-44.852463,-87.092735,-48.804947,-47.007595,-90.433235,-137.06989
-26.94666379,-0.12912601,-1.2218398,1.1004392,-0.46187836,0.71277314,-0.8863038,1.681807,-1.9081553,-4.2844777,0.78916675
-4.285649378,-0.77064437,0.55944246,1.5395447,-1.0028815,-0.2923563,-0.60015893,1.6412321,-2.9716425,-5.117507,1.4446665
-55.5256613,-5.6517563,-4.054975,-2.1621878,-2.5716155,-5.4009724,-7.709623,2.300106,-14.495047,-10.426759,-12.319191
-5.491103765,-2.9027412,0.9029307,1.6812994,0.7205247,-1.0299723,-0.4889917,-5.809473,0.73866,0.066865385,1.0963665
-93.35875578,-1.068918,0.24303712,0.3507101,-0.14048064,0.6007539,-1.3661057,-3.4509661,-1.5644931,-5.271897,0.78634065
-25.45052261,-1.4700269,1.3276304,0.79641575,0.5449488,0.63317436,0.30678254,-2.5136068,-1.5438691,-1.6946756,0.938713
-40.3243413,-8.126681,0.1857556,-9.076487,2.123081,-2.629306,-5.453391,-7.0746536,0.720096,-11.843751,0.50432414
-7.900271061,-2.3942277,1.4016579,1.9295028,0.20625369,-2.2335129,-0.39075953,-6.5349,0.57066137,-4.7674775,0.9771515
-11.0473889,-5.863077,-0.017648503,-3.085142,0.7356522,-3.0736992,-2.5708137,-7.5453815,0.8001577,-6.593758,2.497723
-1326.661204,-46.546677,-41.972927,-134.61015,-76.696434,-65.39102,-59.862427,2.1502829,-62.914642,-55.94721,-92.03017
-7.917272433,-5.4820323,-2.9611115,2.6238134,0.47618183,-4.4616637,-6.237038,0.70339024,-19.299738,-13.861756,-11.850172
-3.672922195,-0.586732,0.32690763,2.0175328,-0.7703675,-0.9873532,-2.046156,2.025347,-4.591987,-6.3298903,-0.15699589
-30.31868901,-0.45489293,-0.35795105,0.6113991,-1.2149136,0.35750028,-1.5281954,1.6533806,-1.9728745,-4.7386684,-0.8970908
-8.315437281,-0.47115472,0.8555161,0.306922,-0.34929767,0.85899794,0.9779823,0.52039295,-0.5401193,0.09763576,1.4524069
-64.99077532,0.7774087,-1.9393221,-1.3385943,-0.6408268,-0.6089009,-3.620217,1.9761697,-5.5299816,-3.8480637,-3.2432427
-4.958081468,0.2977389,0.69148237,0.2342372,-1.4797989,1.130952,0.90328753,0.021466656,-0.5106007,0.15123466,1.5147676
-12.66694132,-7.909393,-0.21658322,-6.340585,1.677763,-2.5504363,-4.2863393,-8.385534,1.3646061,-8.987302,1.9359764
-51.60023214,-2.0388017,-2.8273082,0.24391553,-0.08646838,-3.5214775,-6.4165273,2.354893,-14.919998,-9.961961,-11.233404
-5.990046106,-6.3249664,-0.48965228,-3.4161634,0.54932857,-3.0055575,-2.9722505,-8.028054,0.4252635,-6.38216,2.473393
-1316.512838,-47.20704,-41.98639,-134.48393,-77.66489,-64.49298,-59.41435,2.5717769,-62.695934,-56.90713,-91.94888
-4.616955238,-8.690583,-4.4185104,2.7330284,-0.73896563,-4.6001945,-7.814778,0.3794894,-23.461761,-16.27632,-15.4465275
-3.767353077,-0.7748775,0.607626,2.0872014,-0.53622264,-0.41026962,-1.3545231,1.4237181,-3.514148,-5.7434974,0.8248378
-19.32613257,-0.3734566,0.05553274,0.9335438,-0.95516217,1.399791,0.622459,0.86321574,0.019500107,-3.2096364,0.9652894
-4.157391595,-0.2025961,1.117159,1.1272824,0.006862194,-0.01728872,1.0384866,0.38241765,-0.45510995,-0.067065164,0.997225
-20.69840705,0.9977853,-1.2244606,1.3592622,-0.042625856,-1.1476438,-2.7482874,1.7760708,-5.0864396,-6.3069925,-0.9658475
-15.1541515,-1.9243939,0.68905115,0.7845873,0.9889467,0.3157922,-0.1557563,-2.4869058,-2.12743,0.1330429,1.0504981
-48.43437294,-6.572591,0.8138867,-7.900253,1.8822032,-2.0728123,-4.469566,-5.540959,0.7807575,-10.374181,0.5319221
-22.36179609,-1.3321801,-1.2259003,1.8300875,1.1516919,-3.7778554,-4.829944,1.5920117,-14.433981,-10.708586,-8.393216
-4.82980424,-6.8612113,-0.60617274,-4.17084,0.60040057,-3.1343095,-3.3411314,-8.343186,0.46529576,-6.8156104,2.5181866
-111.6798165,-8.164618,-6.6082044,-6.947446,-5.7726874,-7.284883,-12.843432,2.1191049,-18.527351,-11.931226,-16.631731
-5.727655676,-7.739934,-4.1179876,2.7188394,-0.3703282,-4.6264772,-7.394381,0.3452485,-22.342056,-15.546208,-14.455576
-4.316381006,-0.34605458,0.27611578,1.6844825,-0.66448766,-1.7356887,-2.6938314,2.3277283,-6.018339,-6.826863,-1.4589298
-14.72800619,-0.350498,0.4016097,1.0680158,0.50566727,-3.0784507,-3.6502151,2.2034752,-8.831793,-8.46361,-4.8836713
-2.783240877,-1.8425777,0.92573065,-4.607267,-0.6626271,0.6735215,-0.28078473,-1.7641871,-1.8251674,1.618107,1.6909268
-34.9363561,2.0593271,-2.3532598,0.2955996,0.12717712,-1.9643081,-4.0377026,1.3801206,-7.547957,-6.5383596,-3.3195045
-4.979473601,-2.2305088,0.96878564,-4.5411468,-0.6565837,0.3149428,-0.36230317,-1.4420847,-2.2714849,2.120855,1.4555149
-8.996776304,-7.627095,-0.28026155,-5.412519,1.3564495,-2.8165488,-3.9227223,-8.5832815,1.3032892,-8.367421,2.3029394
-52.04763379,-5.2345467,-3.7428508,0.6483731,-0.81530756,-3.9921448,-7.689395,2.0562725,-19.213543,-13.09521,-15.042136
-6.757042844,-6.2450404,-0.51515454,-3.029461,0.38192737,-3.336044,-2.8601606,-8.189169,0.38890585,-6.6162515,2.5743034
-1375.736088,-45.773983,-42.454067,-137.31691,-75.56471,-68.04756,-60.797188,2.4918752,-64.83947,-55.418182,-94.38769
-5.963658875,-10.07329,-4.9196196,2.744477,-1.2480417,-4.6020894,-8.312735,0.24538419,-25.289011,-17.53921,-17.005024
-3.805223989,-1.0284051,0.79154015,2.0111167,-0.82995874,-0.086285815,-1.0072256,1.3723507,-2.948738,-5.518746,0.97399276
-38.21346139,0.05705851,-0.661152,0.28652078,-0.82007605,-0.051666025,-2.2835832,1.8780664,-2.5988364,-4.9183297,-2.6415052
-3.95150775,-2.7846642,-0.6186608,1.7553816,-0.18419227,-0.44410607,-0.9801895,-4.7648854,-0.938358,1.6926614,1.0101941
-57.56592932,1.1148055,-2.078912,-0.7587533,-0.45774633,-1.0844387,-3.9804397,1.7031823,-5.6249638,-4.8008018,-3.8576403
-28.09695191,-1.3582578,1.583664,0.5446635,0.012111236,0.67039466,0.69424903,-2.2968676,-1.0513321,-1.4589214,0.94492173
-8.09390269,-7.5886526,-0.46353465,-5.3695245,1.0414426,-2.9808455,-3.9388766,-8.5157795,1.137752,-8.29847,2.4934864
-28.03316039,-0.3203196,-1.0432038,1.4360148,1.0839777,-3.500691,-4.546212,1.7750527,-12.258845,-9.882845,-7.895367
-5.825645885,-6.1828475,-0.6156435,-2.7867167,0.1829628,-3.3874478,-2.8491774,-8.331716,0.23537512,-6.4262753,2.5798101
-126.7124623,-8.656006,-7.8945146,-9.030138,-7.184894,-7.3901405,-14.52208,1.5333763,-17.78366,-10.719143,-16.189949
-8.504080041,-0.23602682,0.22928268,1.8926446,-0.2994947,-1.0650127,-2.0528855,1.8912926,-4.668603,-6.4226375,-0.663974
-3.585425314,-0.5406089,0.2598558,1.0584784,-0.93346184,-0.69496936,-0.65150523,1.9929017,-3.2748115,-5.017783,1.6371058
-8.421378435,-0.82141066,0.64405835,1.271355,-2.106935,1.3262689,0.7552142,0.95489174,-0.70526123,-4.1234097,1.242884
-3.98856326,-2.313996,-0.33510157,0.65648425,0.18563382,0.13111082,-0.561167,-4.057886,-1.1612194,2.1275935,0.91014475
-38.28231427,1.8908236,-2.2484982,0.18180802,0.06614298,-1.4965695,-3.764156,1.4312063,-6.7197742,-5.85899,-2.9223359
-17.91889589,-1.6695154,1.1537338,-0.51987946,0.22826307,0.60211575,0.39772847,-1.9180665,-1.6220478,0.24947467,1.0949652
-24.90688264,-7.3818283,0.31396022,-6.631647,1.8721488,-2.4946296,-4.11947,-7.298692,1.2393125,-9.403577,1.5103767
-46.96257777,-0.40802857,-2.9048667,0.40632343,0.3507151,-2.9253166,-5.503842,2.0767539,-14.026236,-8.902599,-8.614605
-5.446112076,-6.6137266,-0.64135903,-3.5777087,0.39134938,-3.3907354,-3.1219826,-8.400911,0.41312152,-6.8040967,2.6079326
-1329.650588,-47.733593,-42.87757,-136.29741,-79.14498,-64.83712,-60.76413,2.3384945,-62.260777,-56.950943,-91.99782
-13.30871294,-5.346859,-3.1324506,2.5567963,0.17345148,-4.1444793,-6.1281247,0.5856154,-19.423994,-13.794045,-11.765954
-4.016753156,0.051964816,0.413385,1.9716591,-0.01621626,-0.9294723,-1.7421737,1.4302185,-4.545978,-5.875639,1.0019913
-17.12521667,-0.8137692,0.32836622,1.2253515,-1.3813691,1.2832118,-0.062250823,1.3027271,-0.23074521,-4.344488,0.59760606
-17.96700043,-0.20357786,0.33496314,0.8571774,-0.5291355,1.2499318,0.89585525,0.8351959,0.15643881,-2.8156629,0.9708769
-6.197243176,-0.6571575,0.24117267,2.0726137,-0.7112048,-0.6178877,-1.7575501,1.8310889,-3.8053577,-6.203903,0.28831103
-31.12655048,-1.4702426,1.2867273,1.1229872,0.47369084,0.6399076,0.33667776,-2.8493392,-1.453056,-2.5829709,1.0431089
-8.639925353,-6.9357557,-0.33385205,-4.142221,0.8815602,-3.2008915,-3.3462296,-8.27394,0.9154662,-7.5730386,2.531384
-18.09115391,-0.8019559,-0.8548832,1.950207,1.3051052,-3.6207507,-4.3118396,1.5251331,-13.532555,-10.189578,-7.3511243
-48.14998422,-7.117423,-3.84506,-1.1717206,-1.6126438,-4.930271,-7.9150305,1.6770339,-17.941309,-12.388526,-15.644494
-74.99399819,-4.7433105,-4.309154,-3.7277749,-3.151871,-5.3757095,-9.192249,1.7499269,-14.727312,-10.500541,-11.991472
-12.43328537,-12.669714,-5.651561,2.70925,-2.1464207,-4.2463875,-9.152861,-0.09882768,-28.404896,-19.694546,-19.909395
-4.418687546,-0.90014714,0.5881575,1.3170133,-1.3198816,-0.10873792,-0.29472515,1.7793598,-2.6300676,-4.8411474,1.3333688
-12.6005117,-0.7107082,0.9130714,0.28352335,-0.30633128,0.6618442,1.0523405,0.56636864,-0.07363617,-0.470764,1.5905408
-122.4783484,-7.4221597,-6.46476,-11.639212,-7.136482,-6.816949,-14.46728,0.3676153,-14.045564,-10.254379,-14.5237465
-5.823439898,-0.382568,0.8179272,1.2986884,0.064835735,-2.8070931,-3.2494502,2.3942645,-8.530669,-7.840953,-3.7145898
-39.21912801,-1.5129231,1.3130591,1.2605352,0.77239347,0.53863865,-0.06534017,-3.269684,-1.6293494,-4.240356,1.2009428
-31.11178755,-7.757337,0.44314566,-7.6159825,2.0157185,-2.6122806,-4.651325,-7.224055,1.0535078,-10.076005,0.96583444
-33.88667146,0.09622038,-1.0601634,0.6248213,0.84942055,-3.175867,-4.485388,1.7894487,-10.257678,-8.541568,-7.4058394
-7.188403193,-7.5016885,-0.38230875,-5.37583,1.2518651,-2.847294,-3.8475928,-8.4885435,1.1027029,-7.835309,2.3774595
-5.77000791,-0.6718492,0.47263053,1.6807879,-0.59966636,-1.0729318,-1.9811788,2.0228024,-4.3130465,-6.421477,-0.86807406
-23.79851676,-3.1595201,-2.6557324,2.3595424,0.56992507,-3.9201455,-5.746715,1.1400956,-17.984886,-12.564413,-10.451916
-3.837022574,-0.66033536,0.38145998,1.1589049,-1.0851767,-0.42511764,-0.45780525,1.9342824,-2.9462855,-4.8897715,1.5113214
-42.036137,-3.5628579,-2.6669433,-0.61516345,-1.0380269,-4.082561,-5.5132165,1.6434909,-12.94535,-9.706739,-10.877168
-137.0210663,-9.78736,-7.185288,-12.809215,-8.623504,-7.685855,-16.407076,-0.40858358,-14.878671,-12.136885,-16.599133
-5.769174719,-0.38287878,0.6086703,1.2301726,-0.30521673,-2.6523428,-3.2970986,2.476599,-7.9656425,-7.5907063,-3.2507365
-16.3856251,0.07148322,0.2599211,0.9768071,-0.020726226,-0.61243033,-0.913255,1.1269033,-2.9281569,-4.1053543,-0.9987705
-36.04071378,-6.961299,0.7572799,-7.079474,1.8671577,-2.4860232,-4.1906686,-6.4292364,0.8597722,-9.71463,0.8937545
-76.1519115,-2.5911775,-3.53127,-3.706856,-2.8561423,-4.019932,-6.935513,1.9255064,-10.925405,-6.873538,-10.412281
-1352.167171,-41.147327,-0.4583857,-35.248768,-58.018196,1.9928806,-81.99823,-72.37202,-17.198668,-86.5421,-98.29393
-1184.475464,-39.481453,-36.69336,-116.6382,-62.755463,-59.486923,-53.194626,2.2598858,-58.640774,-47.858513,-83.58247
-19.07271396,0.84751797,-0.45587474,1.2968302,0.77136415,-2.4748461,-3.561151,1.6882143,-8.882002,-7.791542,-4.1049595
-4.422084277,0.033856228,0.41817906,1.7511276,-0.106314234,-0.83359957,-1.458299,1.5786843,-4.1965327,-5.6265535,1.2043972
-17.3783248,0.8766753,-0.22939621,1.3746396,1.2627759,-2.931838,-3.6588135,1.4135903,-10.259936,-8.238615,-5.0595202
-12.77692601,0.081457,0.4386204,1.004739,-0.92289793,1.3665712,0.9866728,0.5338708,-0.21117918,-2.7251594,1.1134459
-5.959826304,-0.273529,0.49726036,1.300965,-0.3529186,-2.5325594,-3.2187014,2.4576125,-7.6642723,-7.491137,-2.9701731
-18.6616617,-1.588063,0.9165403,0.8692001,0.7403955,0.5586017,-0.011624582,-2.6149356,-1.8163637,-0.54896784,1.1888049
-15.90256343,-8.167444,-0.11979402,-6.889615,1.9487598,-2.6209898,-4.5482974,-8.272921,1.4848571,-9.308472,1.6473814
-21.03310474,-0.041041117,0.28903782,1.0558037,-0.25977778,-0.15268157,-1.0997397,1.7001243,-2.629028,-4.6775503,-1.8840564
-5.503520626,-6.376718,-0.572655,-3.235594,0.39687306,-3.3073282,-2.981749,-8.283235,0.3674483,-6.4922013,2.5569208
-72.44114327,-3.276985,-4.2006063,-1.5621985,-1.1822559,-3.7582452,-7.740501,2.2752287,-16.608067,-9.453021,-11.224307
-20.78135017,-4.5386715,-3.1188428,2.520202,0.31799147,-4.179994,-6.271806,0.8306036,-19.79629,-13.666288,-11.721549
-1160.30768,-8.369671,-18.82015,-62.78032,-3.0430124,-48.2581,-43.91325,2.5141425,-59.030178,-37.505898,-62.186855
-1412.749197,-46.718407,-43.94412,-135.8614,-74.81571,-67.511894,-64.60938,2.3825693,-67.23705,-57.238586,-95.94505
-48.65373965,-1.6752439,-0.30064237,0.8405705,1.1132573,-0.43239975,1.4613553,-0.7433594,1.1480554,-3.0994928,-0.64668566
-6.106168822,-0.64112,0.9177203,1.388152,0.68746454,-3.2002869,-3.3944943,2.2330453,-10.026515,-8.368064,-4.5525365
-22.4353019,-1.4910339,1.0418043,1.1901377,0.61361957,0.6835801,-0.06856496,-2.8733528,-1.619617,-1.3208897,1.3219491
-38.27347307,-7.2060785,0.7443918,-7.6746902,1.8870898,-2.5103397,-4.5311484,-6.323834,0.84904337,-10.25025,0.752485
-38.95455166,0.32405776,-1.1448554,0.29344743,0.5090025,-2.5561588,-4.2254353,1.9773713,-8.612726,-7.5272255,-6.632952
-6.331583242,-6.2610927,-0.5462182,-3.0928106,0.44623792,-3.1680775,-2.9039683,-8.19737,0.34827155,-6.5217752,2.5203686
-89.10006613,-5.148088,-4.6151466,-4.037243,-3.0446448,-5.4725876,-9.337123,2.5978153,-15.273962,-9.931735,-12.815524
-13.92814463,-5.416113,-3.240428,2.626536,0.2672844,-4.360723,-6.4009376,0.56921226,-20.254425,-14.119068,-12.16073
-1311.953303,-8.44982,-21.5731,-71.470505,-3.7694352,-54.351326,-49.08249,2.725269,-63.723396,-39.80283,-68.05182
-1427.533128,-39.52284,-41.222187,-128.82863,-60.15921,-70.376144,-61.374847,2.4164104,-68.847565,-49.96224,-96.38801
-5.845697411,-0.11945993,0.52090555,1.2463994,-1.8300843,1.4201102,0.9437015,0.55546504,-1.0022091,-3.3721695,1.1465518
-6.427673674,-0.3756285,0.1721029,1.4352062,-0.75741243,-2.0089371,-3.030101,2.459816,-6.3223524,-7.076316,-1.8917981
-14.71691181,-1.8898021,0.98920643,-1.1616002,0.21255583,0.49806744,0.19323242,-1.9418885,-1.8692214,0.8049383,1.1129375
-5.973801183,-6.95095,-0.70403033,-3.931205,0.41007617,-3.515379,-3.3688793,-8.591056,0.5907686,-7.467656,2.7003615
-111.6186296,-2.7360728,-2.715278,-5.636292,-2.7212458,-2.306791,-6.8711867,1.9958899,-3.6463654,-3.1978776,-5.4252353
-14.54781664,-3.3199759,0.73965216,0.4997315,0.91393965,-1.3453635,-1.070859,-5.8784494,0.21384265,-3.8979595,1.3055924
-130.5823321,-9.061411,-8.059939,-8.919803,-7.82579,-7.423422,-14.370967,1.8106716,-18.160181,-10.761228,-16.017727
-21.66116341,-0.96830904,-1.6249902,1.9239565,1.2523106,-3.4610078,-4.6189327,1.3319668,-14.664459,-10.356002,-7.9246902
-1368.015383,-10.179918,-23.356747,-76.08889,-6.0334764,-57.879936,-51.266796,2.7297256,-66.74184,-42.34229,-72.458694
-1347.666445,-31.276697,-37.803905,-108.44144,-41.380753,-66.559555,-56.707104,2.038392,-65.82935,-46.75843,-87.244576
-1094.942446,-9.231635,-10.884678,-50.03843,0.53008884,-35.686413,-61.24635,-31.317238,-68.942566,-42.20056,-22.216707
-5.391357645,-0.7702431,0.99053055,1.2648787,0.53983325,-3.2072272,-3.4709373,2.329206,-9.897849,-8.372149,-4.5846667
-9.608433124,-2.389057,0.14662835,-0.13604714,1.0545264,-0.08109569,-0.061643098,-2.2211995,-2.592372,1.5481688,0.9540099
-7.943709364,-7.488515,-0.41940394,-5.207013,1.1085906,-2.9492807,-3.821292,-8.559014,1.1981025,-8.188132,2.4308918
-74.3938698,-4.4407067,-4.298133,-2.494041,-2.1772208,-5.5245395,-8.663113,2.4611177,-15.889159,-10.037986,-14.409902
-18.54968535,-1.3556736,0.93251276,0.57048213,0.18724148,0.25836846,1.3349582,0.011995506,-0.11333403,-1.0990026,0.9004859
-1200.912803,-39.712875,-37.465206,-117.9156,-63.702217,-60.224556,-54.75959,2.0279746,-58.771626,-47.84103,-83.10263
-4.805436674,-11.522142,-5.3136854,2.7531087,-1.8011036,-4.599507,-8.855247,-0.110995434,-26.99896,-18.639143,-18.464022
