Ground Truth
-37611.64717
-43523.511
-34147.53772
-41638.71128
-40477.03967
-37068.98763
-38722.80468
-35404.05482
-39047.31681
-42599.8711
-40262.2365
-41251.76422
-30864.63935
-39532.76805
-32592.99405
-40065.26264
-41448.96917
-35277.14394
-41877.52597
-39840.97618
-41698.59246
-39015.57942
-29666.69335
-43009.38907
-41591.06915
-42080.50928
-33506.70005
-41328.74671
-37967.68404
-35041.88185
-41780.51689
-40658.90125
-40682.42817
-35078.18312
-38685.28192
-41100.39739
-38086.09703
-40323.24959
-40973.26955
-29156.39202
-40081.42745
-39667.07601
-40889.41613
-41919.4673
-40088.65409
-40696.92857
-37816.21038
-40428.50392
-32857.37767
-39492.54425
-40763.24741
-36244.90576
-32994.57948
-40684.8725
-43746.44044
-41090.29625
-40930.88085
-39299.65466
-37955.12163
-40644.81716
-41410.78926
-43079.68037
-39338.1962
-37185.37006
-42667.71585
-43256.48938
-42906.96334
-42334.06193
-39964.05508
-43207.56056
-38579.67054
-41497.50175
-40420.67887
-40497.70002
-41795.07693
-38318.03421
-39393.60657
-38596.67358
-37457.13984
-42408.45345
-40366.99501
-42061.32566
-38498.06097
-35937.19895
-37160.87194
-36457.46206
-40579.66902
-33496.38733
-40314.75998
-37435.45426
-40532.76092
-33335.87527
-41154.73844
-41362.0367
-29583.46155
-39168.79385
-41495.18238
-40603.90824
-38272.2815
-41294.48103
-40277.38229
-39561.845
-35403.9895
-30406.50518
-31774.16554
-41753.90219
-39184.69547
-33512.13721
-40871.26329
-41686.21167
-42325.06716
-42492.05947
-39247.15083
-41744.53839
-41590.77668
-28234.12312
-40965.5232
-42627.25023
-38427.86572
-27990.29775
-37463.92357
-40804.05025
-40737.9302
-42585.63906
-35281.64843
-41154.81382
-32160.35696
-41786.64929
-32395.88295
-41775.4525
-39641.96784
-42635.03576
-38845.45765
-41504.53822
-42601.21142
-34547.61691
-40659.00725
-38428.26574
-36938.63
-33429.12107
-40517.66165
-36101.72814
-40789.95476
-37084.69951
-41672.46347
-42184.07667
-37683.86249
-42578.87522
-39682.86914
-38920.78815
-41382.19274
-38085.32148
-35093.47339
-38045.47423
-42390.62436
-42976.35263
-41463.57955
-38673.1715
-35204.02477
-42386.46018
-40059.87735
-41868.20126
-40121.34604
-39863.27538
-39687.93075
-36554.42656
-40635.35047
-37857.64528
-41007.65756
-42331.70417
-35788.85297
-39752.9879
-17332.99475
-34478.90445
-42089.82823
-40734.48856
-41628.57026
-41051.32024
-40342.52705
-38983.4904
-36752.29826
-38545.07321
-34344.41434
-34039.81672
-37035.9914
-40728.38813
-38953.19103
-36312.58019
-36478.07699
-36684.24394
-41441.14367
-41971.5038
-43165.43467
-36508.53426
-41489.35492
-42707.55497
-39467.10507
-39577.41689
-36124.50402
-30006.68156
-39775.81138
-40404.04664
-33189.97115
-35992.6608
-38800.293
-40185.1969
-41873.94955
-40331.90932
-37561.23567
-40525.86181
-42012.05632
-33363.51475
-40197.83573
-36151.59176
-40663.046
-34548.06314
-38632.89961
-34657.62863
-40546.47718
-37735.83805
-39697.12786
-36797.11182
-39364.05078
-40522.98863
-41269.03811
-34262.65029
-41573.56103
-38124.00929
-35759.79573
-33980.22107
-38680.41056
-41993.10084
-35940.79595
-35683.87516
-42792.93937
-42340.36033
-41630.84595
-38034.21293
-41393.08872
-43075.69823
-38602.17414
-41974.82374
-42548.69807
-36112.74736
-40528.15635
