Ground Truth
-64.53472058
-48.62847623
-147.2944967
-61.26448428
-593.3729341
-910.1817863
-357.4695789
-66.24820075
-462.5695516
-270.0399843
-361.9581888
-66.6333214
-273.1315342
-54.25700188
-46.71924108
-807.4211077
-253.2215698
-160.5211829
-59.1875685
-258.6866313
-368.4322707
-54.16825616
-163.9156405
-146.6400454
-278.4939511
-1235.349385
-141.0556352
-257.8173903
-270.2679056
-48.07949793
-379.951635
-51.20905937
-167.5540723
-57.13770819
-369.2163626
-64.91918223
-676.895865
-268.1477739
-160.3804984
-487.7897544
-573.8298906
-51.17214348
-51.75507572
-483.1551556
-274.3307047
-370.1163718
-362.4677458
-582.0911513
-160.3842574
-194.6146456
-386.6284331
-361.2746261
-54.05757385
-153.3240314
-68.02693282
-160.0188477
-682.4722399
-164.0948652
-161.7858234
-51.79815187
-664.5299554
-152.3395824
-360.8896623
-153.1817871
-47.53619897
-163.742307
-49.50779139
-59.14366213
-53.08495969
-59.48205608
-77.65170663
-51.21704011
-53.14856329
-481.3148132
-47.70647612
-53.90076563
-262.250667
-392.3212713
-57.00565687
-252.226076
-53.78959642
-50.91500234
-49.05943865
-170.2484442
-64.65952467
-466.8976574
-59.18956023
-55.94055593
-50.65724999
-607.2226163
-57.2690042
-153.3740673
-255.1075758
-55.7770058
-54.49709441
-55.62676202
-58.94835638
-153.5931517
-509.5820383
-264.4309762
-306.8499883
-53.62890372
-85.62925054
-684.9921008
-54.30839695
-287.7886887
-67.40232766
-67.1136965
-295.8528539
-43.9521082
-92.74833098
-51.18108183
-98.14639353
-1204.974753
-55.10557918
-55.00401568
-69.99494127
-75.98326545
-195.3419697
-28.03632175
-87.23855246
-53.06331262
-91.37055909
-379.8599233
-43.07621727
-267.1288412
-63.77225114
-86.88078979
-95.63305846
-23.74985444
-75.71518602
-83.97682361
-87.14501864
-377.3375847
-47.88414361
-267.4968706
-70.62966508
-68.26211276
-81.70245876
-8.45484167
-85.03244881
-78.85476549
-86.37453682
-1081.537704
-66.43138575
-156.8754807
-71.50988854
-79.32061273
-86.61027358
-17.04649654
-87.19277779
-43.4666407
-85.58269103
-273.8718282
-159.0502136
-145.7752913
-76.3716424
-83.02235545
-392.2351786
-13.43775548
-81.30010172
-56.59516212
-83.76271918
-783.8524692
-50.47617504
-380.4902611
-71.26270263
-78.81902674
-189.3817079
-32.0840606
-79.16837072
-51.25433385
-83.64467206
-679.0608101
-55.68085588
-56.70101134
-72.31195798
-64.18928923
-94.15083491
-11.20623212
-79.02359648
-42.05814294
-86.30824046
-780.5177526
-378.1200404
-158.4495149
-70.39839379
-79.16394661
-77.618516
-34.84299064
-88.06681197
-47.10298773
-93.64087359
-80.97239958
-57.32156023
-378.3844529
-64.61651713
-74.01202339
-186.2887614
-26.74510808
-63.41990913
-81.61746294
-49.82704105
-83.01516948
-28.96928155
-156.4875777
-101.2545193
-263.1566754
-149.6181012
-74.4579079
-47.80133268
-80.31899145
-57.69891165
-88.80195082
-11.86689903
-600.8147428
-102.4627865
-257.3186678
-363.9878269
-51.62973173
-53.49992396
-79.71167417
-53.76002486
-83.23859347
3.730410993
-380.6596832
-103.0461166
-939.1095536
-141.4266995
-254.9896216
-47.9872408
-76.5986866
-55.23782742
-85.74555676
-164.8812752
-255.3253339
-101.1587459
-260.1274391
-18.5687741
-166.5128094
-44.34946398
-82.27328632
-54.67695451
-89.92690954
-9.337368514
-159.7170217
-99.06181986
-470.404417
-153.2055197
-70.96970771
-49.50615539
-84.57436816
-53.56406088
-87.10650227
-27.34064112
-131.836055
-102.7803104
-57.91787775
-131.7355746
-241.3836963
-49.46586395
-83.03024201
-61.86124492
-81.11670462
-19.00326172
-227.2050049
-101.929702
-573.3653874
-17.44919004
-76.16443278
-40.42539831
-73.23741786
-56.70407316
-84.13912976
-146.3882543
-447.6313177
-91.02311032
-1047.34584
-246.8556621
-352.5423569
-33.42461745
-81.55803998
-52.04279681
-83.34033955
-13.4468747
-26.76193885
-102.2137629
-810.0063018
-379.3750484
-333.151931
-43.33493792
-79.95435001
-64.13348487
-84.8924204
-256.8961665
-404.8469807
-98.23032684
-362.742837
-116.2088778
-178.8348994
-28.78597965
-22.64161012
-306.3099597
-66.00729017
-23.73471733
-122.2791044
-38.81604609
-299.4205042
-67.17063177
-57.93986378
-33.3157556
-9.116451324
-179.6252976
-67.36432424
-44.27132149
-18.06531587
-38.83418974
-62.66694202
-173.7653423
-56.78912202
-33.94347746
-25.17622125
-75.90509879
-67.36139194
-27.00369093
-3.312136546
-51.58792417
-67.6385807
-64.36384016
-57.31247071
-37.54743074
-5.684466961
-77.15724434
-61.46038883
-31.91172134
-0.443931127
-44.83987127
-62.16915825
-59.27139332
-72.27657678
-38.34356892
-57.01583573
-187.9265367
-71.48289055
-33.27464145
-122.3753747
-46.70960402
-69.06126287
-176.0317548
-54.71542451
-29.06920399
-3.762680407
-397.2648237
-62.8912877
-29.53640816
-125.3625765
-55.09332646
-61.24010862
-181.3417751
-67.49583949
-35.37754954
-18.89231456
-66.68279095
-62.0672611
-30.59193767
-21.54153071
-52.5902035
-68.21773214
-56.23314452
-52.31473356
-41.82887159
-10.72573518
-72.5506923
-71.64077623
-26.65823504
-273.3260778
-59.20255298
-67.64274405
-64.36030347
-51.09849422
-29.06975135
-21.82877919
-70.25007319
-69.13293928
-26.24049705
-9.29015772
-37.42698107
-65.89252328
-176.3368665
-56.28676702
-33.19288047
-23.97002053
-180.5605474
-67.97445729
-28.90714942
-147.4940944
-50.87697883
-64.25679326
-61.22334549
-54.66495754
-51.42079205
-28.76608017
-90.95544559
-288.2335924
-18.44939112
44.98260644
-10.69517378
16.59158083
-29.1955939
3.202612754
-44.06583301
-56.36305996
-83.55726701
-68.47501399
-23.1070528
-5.408754813
-24.58128649
30.86812494
-16.90978729
16.86746562
-36.64743538
-66.52840506
-90.51538212
